ProductID,Product_name,Month,Stock_level
P216,Product 216,2023-09-01,32
P217,Product 217,2023-09-01,126
P218,Product 218,2023-09-01,322
P219,Product 219,2023-09-01,70
P220,Product 220,2023-09-01,240
P221,Product 221,2023-09-01,373
P222,Product 222,2023-09-01,164
P223,Product 223,2023-09-01,304
P224,Product 224,2023-09-01,209
P225,Product 225,2023-09-01,250
P226,Product 226,2023-09-01,148
P227,Product 227,2023-09-01,151
P228,Product 228,2023-09-01,435
P229,Product 229,2023-09-01,218
P230,Product 230,2023-09-01,145
P231,Product 231,2023-09-01,70
P232,Product 232,2023-09-01,56
P233,Product 233,2023-09-01,88
P234,Product 234,2023-09-01,90
P235,Product 235,2023-09-01,415
P236,Product 236,2023-09-01,71
P237,Product 237,2023-09-01,129
P238,Product 238,2023-09-01,584
P239,Product 239,2023-09-01,1358
P240,Product 240,2023-09-01,77
P241,Product 241,2023-09-01,193
P242,Product 242,2023-09-01,426
P243,Product 243,2023-09-01,185
P244,Product 244,2023-09-01,254
P245,Product 245,2023-09-01,218
P246,Product 246,2023-09-01,542
P247,Product 247,2023-09-01,864
P248,Product 248,2023-09-01,487
P249,Product 249,2023-09-01,47
P250,Product 250,2023-09-01,221
P001,Product 001,2023-10-01,14
P002,Product 002,2023-10-01,174
P003,Product 003,2023-10-01,328
P004,Product 004,2023-10-01,144
P005,Product 005,2023-10-01,163
P006,Product 006,2023-10-01,88
P007,Product 007,2023-10-01,289
P008,Product 008,2023-10-01,235
P009,Product 009,2023-10-01,491
P010,Product 010,2023-10-01,130
P011,Product 011,2023-10-01,230
P012,Product 012,2023-10-01,277
P013,Product 013,2023-10-01,568
P014,Product 014,2023-10-01,123
P015,Product 015,2023-10-01,588
P016,Product 016,2023-10-01,44
P017,Product 017,2023-10-01,79
P018,Product 018,2023-10-01,143
P019,Product 019,2023-10-01,14
P020,Product 020,2023-10-01,365
P021,Product 021,2023-10-01,203
P022,Product 022,2023-10-01,221
P023,Product 023,2023-10-01,96
P024,Product 024,2023-10-01,82
P025,Product 025,2023-10-01,358
P026,Product 026,2023-10-01,715
P027,Product 027,2023-10-01,210
P028,Product 028,2023-10-01,261
P029,Product 029,2023-10-01,194
P030,Product 030,2023-10-01,723
P031,Product 031,2023-10-01,229
P032,Product 032,2023-10-01,69
P033,Product 033,2023-10-01,695
P034,Product 034,2023-10-01,62
P035,Product 035,2023-10-01,322
P036,Product 036,2023-10-01,59
P037,Product 037,2023-10-01,733
P038,Product 038,2023-10-01,574
P039,Product 039,2023-10-01,575
P040,Product 040,2023-10-01,243
P041,Product 041,2023-10-01,205
P042,Product 042,2023-10-01,129
P043,Product 043,2023-10-01,750
P044,Product 044,2023-10-01,628
P045,Product 045,2023-10-01,73
P046,Product 046,2023-10-01,412
P047,Product 047,2023-10-01,901
P048,Product 048,2023-10-01,126
P049,Product 049,2023-10-01,216
P050,Product 050,2023-10-01,0
P051,Product 051,2023-10-01,111
P052,Product 052,2023-10-01,154
P053,Product 053,2023-10-01,256
P054,Product 054,2023-10-01,375
P055,Product 055,2023-10-01,458
P056,Product 056,2023-10-01,877
P057,Product 057,2023-10-01,25
P058,Product 058,2023-10-01,197
P059,Product 059,2023-10-01,102
P060,Product 060,2023-10-01,1159
P061,Product 061,2023-10-01,163
P062,Product 062,2023-10-01,262
P063,Product 063,2023-10-01,596
P064,Product 064,2023-10-01,292
P065,Product 065,2023-10-01,633
P066,Product 066,2023-10-01,0
P067,Product 067,2023-10-01,69
P068,Product 068,2023-10-01,529
P069,Product 069,2023-10-01,171
P070,Product 070,2023-10-01,74
P071,Product 071,2023-10-01,563
P072,Product 072,2023-10-01,167
P073,Product 073,2023-10-01,463
P074,Product 074,2023-10-01,285
P075,Product 075,2023-10-01,44
P076,Product 076,2023-10-01,505
P077,Product 077,2023-10-01,155
P078,Product 078,2023-10-01,81
P079,Product 079,2023-10-01,196
P080,Product 080,2023-10-01,475
P081,Product 081,2023-10-01,94
P082,Product 082,2023-10-01,846
P083,Product 083,2023-10-01,407
P084,Product 084,2023-10-01,0
P085,Product 085,2023-10-01,569
P086,Product 086,2023-10-01,234
P087,Product 087,2023-10-01,366
P088,Product 088,2023-10-01,53
P089,Product 089,2023-10-01,65
P090,Product 090,2023-10-01,242
P091,Product 091,2023-10-01,163
P092,Product 092,2023-10-01,278
P093,Product 093,2023-10-01,60
P094,Product 094,2023-10-01,200
P095,Product 095,2023-10-01,157
P096,Product 096,2023-10-01,137
P097,Product 097,2023-10-01,380
P098,Product 098,2023-10-01,73
P099,Product 099,2023-10-01,311
P100,Product 100,2023-10-01,29
P101,Product 101,2023-10-01,335
P102,Product 102,2023-10-01,347
P103,Product 103,2023-10-01,69
P104,Product 104,2023-10-01,606
P105,Product 105,2023-10-01,153
P106,Product 106,2023-10-01,131
P107,Product 107,2023-10-01,247
P108,Product 108,2023-10-01,27
P109,Product 109,2023-10-01,192
P110,Product 110,2023-10-01,135
P111,Product 111,2023-10-01,1313
P112,Product 112,2023-10-01,175
P113,Product 113,2023-10-01,142
P114,Product 114,2023-10-01,570
P115,Product 115,2023-10-01,132
P116,Product 116,2023-10-01,121
P117,Product 117,2023-10-01,176
P118,Product 118,2023-10-01,71
P119,Product 119,2023-10-01,105
P120,Product 120,2023-10-01,55
P121,Product 121,2023-10-01,808
P122,Product 122,2023-10-01,289
P123,Product 123,2023-10-01,98
P124,Product 124,2023-10-01,620
P125,Product 125,2023-10-01,362
P126,Product 126,2023-10-01,79
P127,Product 127,2023-10-01,509
P128,Product 128,2023-10-01,283
P129,Product 129,2023-10-01,447
P130,Product 130,2023-10-01,51
P131,Product 131,2023-10-01,255
P132,Product 132,2023-10-01,452
P133,Product 133,2023-10-01,1025
P134,Product 134,2023-10-01,777
P135,Product 135,2023-10-01,77
P136,Product 136,2023-10-01,305
P137,Product 137,2023-10-01,218
P138,Product 138,2023-10-01,1340
P139,Product 139,2023-10-01,18
P140,Product 140,2023-10-01,28
P141,Product 141,2023-10-01,59
P142,Product 142,2023-10-01,553
P143,Product 143,2023-10-01,0
P144,Product 144,2023-10-01,901
P145,Product 145,2023-10-01,149
P146,Product 146,2023-10-01,91
P147,Product 147,2023-10-01,132
P148,Product 148,2023-10-01,548
P149,Product 149,2023-10-01,546
P150,Product 150,2023-10-01,453
P151,Product 151,2023-10-01,39
P152,Product 152,2023-10-01,160
P153,Product 153,2023-10-01,234
P154,Product 154,2023-10-01,70
P155,Product 155,2023-10-01,874
P156,Product 156,2023-10-01,235
P157,Product 157,2023-10-01,468
P158,Product 158,2023-10-01,53
P159,Product 159,2023-10-01,262
P160,Product 160,2023-10-01,368
P161,Product 161,2023-10-01,40
P162,Product 162,2023-10-01,71
P163,Product 163,2023-10-01,831
P164,Product 164,2023-10-01,293
P165,Product 165,2023-10-01,185
P166,Product 166,2023-10-01,97
P167,Product 167,2023-10-01,350
P168,Product 168,2023-10-01,133
P169,Product 169,2023-10-01,547
P170,Product 170,2023-10-01,247
P171,Product 171,2023-10-01,289
P172,Product 172,2023-10-01,333
P173,Product 173,2023-10-01,64
P174,Product 174,2023-10-01,652
P175,Product 175,2023-10-01,244
P176,Product 176,2023-10-01,215
P177,Product 177,2023-10-01,2209
P178,Product 178,2023-10-01,105
P179,Product 179,2023-10-01,117
P180,Product 180,2023-10-01,4
P181,Product 181,2023-10-01,186
P182,Product 182,2023-10-01,50
P183,Product 183,2023-10-01,29
P184,Product 184,2023-10-01,690
P185,Product 185,2023-10-01,67
P186,Product 186,2023-10-01,16
P187,Product 187,2023-10-01,486
P188,Product 188,2023-10-01,202
P189,Product 189,2023-10-01,771
P190,Product 190,2023-10-01,63
P191,Product 191,2023-10-01,390
P192,Product 192,2023-10-01,86
P193,Product 193,2023-10-01,383
P194,Product 194,2023-10-01,229
P195,Product 195,2023-10-01,177
P196,Product 196,2023-10-01,247
P197,Product 197,2023-10-01,142
P198,Product 198,2023-10-01,48
P199,Product 199,2023-10-01,681
P200,Product 200,2023-10-01,212
P201,Product 201,2023-10-01,62
P202,Product 202,2023-10-01,64
P203,Product 203,2023-10-01,171
P204,Product 204,2023-10-01,116
P205,Product 205,2023-10-01,1497
P206,Product 206,2023-10-01,164
P207,Product 207,2023-10-01,103
P208,Product 208,2023-10-01,300
P209,Product 209,2023-10-01,39
P210,Product 210,2023-10-01,291
P211,Product 211,2023-10-01,696
P212,Product 212,2023-10-01,124
P213,Product 213,2023-10-01,396
P214,Product 214,2023-10-01,261
P215,Product 215,2023-10-01,222
P216,Product 216,2023-10-01,596
P217,Product 217,2023-10-01,72
P218,Product 218,2023-10-01,265
P219,Product 219,2023-10-01,5
P220,Product 220,2023-10-01,155
P221,Product 221,2023-10-01,253
P222,Product 222,2023-10-01,103
P223,Product 223,2023-10-01,254
P224,Product 224,2023-10-01,177
P225,Product 225,2023-10-01,168
P226,Product 226,2023-10-01,105
P227,Product 227,2023-10-01,87
P228,Product 228,2023-10-01,219
P229,Product 229,2023-10-01,168
P230,Product 230,2023-10-01,88
P231,Product 231,2023-10-01,44
P232,Product 232,2023-10-01,481
P233,Product 233,2023-10-01,60
P234,Product 234,2023-10-01,52
P235,Product 235,2023-10-01,283
P236,Product 236,2023-10-01,34
P237,Product 237,2023-10-01,63
P238,Product 238,2023-10-01,489
P239,Product 239,2023-10-01,1197
P240,Product 240,2023-10-01,39
P241,Product 241,2023-10-01,146
P242,Product 242,2023-10-01,227
P243,Product 243,2023-10-01,109
P244,Product 244,2023-10-01,218
P245,Product 245,2023-10-01,185
P246,Product 246,2023-10-01,506
P247,Product 247,2023-10-01,830
P248,Product 248,2023-10-01,336
P249,Product 249,2023-10-01,947
P250,Product 250,2023-10-01,188
P001,Product 001,2023-11-01,274
P002,Product 002,2023-11-01,146
P003,Product 003,2023-11-01,260
P004,Product 004,2023-11-01,800
P005,Product 005,2023-11-01,124
P006,Product 006,2023-11-01,27
P007,Product 007,2023-11-01,218
P008,Product 008,2023-11-01,141
P009,Product 009,2023-11-01,423
P010,Product 010,2023-11-01,86
P011,Product 011,2023-11-01,176
P012,Product 012,2023-11-01,185
P013,Product 013,2023-11-01,467
P014,Product 014,2023-11-01,95
P015,Product 015,2023-11-01,503
P016,Product 016,2023-11-01,377
P017,Product 017,2023-11-01,28
P018,Product 018,2023-11-01,109
P019,Product 019,2023-11-01,187
P020,Product 020,2023-11-01,178
P021,Product 021,2023-11-01,159
P022,Product 022,2023-11-01,179
P023,Product 023,2023-11-01,59
P024,Product 024,2023-11-01,42
P025,Product 025,2023-11-01,301
P026,Product 026,2023-11-01,594
P027,Product 027,2023-11-01,162
P028,Product 028,2023-11-01,181
P029,Product 029,2023-11-01,155
P030,Product 030,2023-11-01,516
P031,Product 031,2023-11-01,165
P032,Product 032,2023-11-01,33
P033,Product 033,2023-11-01,571
P034,Product 034,2023-11-01,842
P035,Product 035,2023-11-01,235
P036,Product 036,2023-11-01,24
P037,Product 037,2023-11-01,521
P038,Product 038,2023-11-01,480
P039,Product 039,2023-11-01,441
P040,Product 040,2023-11-01,178
P041,Product 041,2023-11-01,151
P042,Product 042,2023-11-01,64
P043,Product 043,2023-11-01,602
P044,Product 044,2023-11-01,356
P045,Product 045,2023-11-01,24
P046,Product 046,2023-11-01,328
P047,Product 047,2023-11-01,712
P048,Product 048,2023-11-01,50
P049,Product 049,2023-11-01,147
P050,Product 050,2023-11-01,203
P051,Product 051,2023-11-01,85
P052,Product 052,2023-11-01,110
P053,Product 053,2023-11-01,206
P054,Product 054,2023-11-01,319
P055,Product 055,2023-11-01,371
P056,Product 056,2023-11-01,778
P057,Product 057,2023-11-01,306
P058,Product 058,2023-11-01,90
P059,Product 059,2023-11-01,36
P060,Product 060,2023-11-01,963
P061,Product 061,2023-11-01,140
P062,Product 062,2023-11-01,215
P063,Product 063,2023-11-01,507
P064,Product 064,2023-11-01,231
P065,Product 065,2023-11-01,554
P066,Product 066,2023-11-01,1324
P067,Product 067,2023-11-01,463
P068,Product 068,2023-11-01,391
P069,Product 069,2023-11-01,58
P070,Product 070,2023-11-01,849
P071,Product 071,2023-11-01,458
P072,Product 072,2023-11-01,39
P073,Product 073,2023-11-01,385
P074,Product 074,2023-11-01,233
P075,Product 075,2023-11-01,220
P076,Product 076,2023-11-01,401
P077,Product 077,2023-11-01,130
P078,Product 078,2023-11-01,43
P079,Product 079,2023-11-01,162
P080,Product 080,2023-11-01,427
P081,Product 081,2023-11-01,61
P082,Product 082,2023-11-01,587
P083,Product 083,2023-11-01,303
P084,Product 084,2023-11-01,1690
P085,Product 085,2023-11-01,425
P086,Product 086,2023-11-01,101
P087,Product 087,2023-11-01,142
P088,Product 088,2023-11-01,19
P089,Product 089,2023-11-01,30
P090,Product 090,2023-11-01,176
P091,Product 091,2023-11-01,95
P092,Product 092,2023-11-01,83
P093,Product 093,2023-11-01,19
P094,Product 094,2023-11-01,109
P095,Product 095,2023-11-01,74
P096,Product 096,2023-11-01,69
P097,Product 097,2023-11-01,308
P098,Product 098,2023-11-01,378
P099,Product 099,2023-11-01,130
P100,Product 100,2023-11-01,392
P101,Product 101,2023-11-01,282
P102,Product 102,2023-11-01,255
P103,Product 103,2023-11-01,530
P104,Product 104,2023-11-01,460
P105,Product 105,2023-11-01,112
P106,Product 106,2023-11-01,90
P107,Product 107,2023-11-01,221
P108,Product 108,2023-11-01,341
P109,Product 109,2023-11-01,106
P110,Product 110,2023-11-01,72
P111,Product 111,2023-11-01,1148
P112,Product 112,2023-11-01,119
P113,Product 113,2023-11-01,105
P114,Product 114,2023-11-01,479
P115,Product 115,2023-11-01,43
P116,Product 116,2023-11-01,362
P117,Product 117,2023-11-01,110
P118,Product 118,2023-11-01,560
P119,Product 119,2023-11-01,81
P120,Product 120,2023-11-01,177
P121,Product 121,2023-11-01,730
P122,Product 122,2023-11-01,226
P123,Product 123,2023-11-01,47
P124,Product 124,2023-11-01,527
P125,Product 125,2023-11-01,248
P126,Product 126,2023-11-01,38
P127,Product 127,2023-11-01,411
P128,Product 128,2023-11-01,187
P129,Product 129,2023-11-01,349
P130,Product 130,2023-11-01,22
P131,Product 131,2023-11-01,169
P132,Product 132,2023-11-01,371
P133,Product 133,2023-11-01,942
P134,Product 134,2023-11-01,575
P135,Product 135,2023-11-01,918
P136,Product 136,2023-11-01,243
P137,Product 137,2023-11-01,138
P138,Product 138,2023-11-01,1269
P139,Product 139,2023-11-01,183
P140,Product 140,2023-11-01,138
P141,Product 141,2023-11-01,243
P142,Product 142,2023-11-01,420
P143,Product 143,2023-11-01,635
P144,Product 144,2023-11-01,701
P145,Product 145,2023-11-01,117
P146,Product 146,2023-11-01,58
P147,Product 147,2023-11-01,79
P148,Product 148,2023-11-01,459
P149,Product 149,2023-11-01,479
P150,Product 150,2023-11-01,416
P151,Product 151,2023-11-01,409
P152,Product 152,2023-11-01,128
P153,Product 153,2023-11-01,131
P154,Product 154,2023-11-01,1
P155,Product 155,2023-11-01,802
P156,Product 156,2023-11-01,150
P157,Product 157,2023-11-01,362
P158,Product 158,2023-11-01,273
P159,Product 159,2023-11-01,209
P160,Product 160,2023-11-01,280
P161,Product 161,2023-11-01,6
P162,Product 162,2023-11-01,275
P163,Product 163,2023-11-01,690
P164,Product 164,2023-11-01,174
P165,Product 165,2023-11-01,147
P166,Product 166,2023-11-01,0
P167,Product 167,2023-11-01,276
P168,Product 168,2023-11-01,678
P169,Product 169,2023-11-01,483
P170,Product 170,2023-11-01,146
P171,Product 171,2023-11-01,141
P172,Product 172,2023-11-01,264
P173,Product 173,2023-11-01,1299
P174,Product 174,2023-11-01,540
P175,Product 175,2023-11-01,183
P176,Product 176,2023-11-01,133
P177,Product 177,2023-11-01,2054
P178,Product 178,2023-11-01,31
P179,Product 179,2023-11-01,72
P180,Product 180,2023-11-01,123
P181,Product 181,2023-11-01,65
P182,Product 182,2023-11-01,461
P183,Product 183,2023-11-01,169
P184,Product 184,2023-11-01,632
P185,Product 185,2023-11-01,532
P186,Product 186,2023-11-01,201
P187,Product 187,2023-11-01,387
P188,Product 188,2023-11-01,84
P189,Product 189,2023-11-01,405
P190,Product 190,2023-11-01,456
P191,Product 191,2023-11-01,297
P192,Product 192,2023-11-01,936
P193,Product 193,2023-11-01,336
P194,Product 194,2023-11-01,166
P195,Product 195,2023-11-01,130
P196,Product 196,2023-11-01,221
P197,Product 197,2023-11-01,63
P198,Product 198,2023-11-01,19
P199,Product 199,2023-11-01,554
P200,Product 200,2023-11-01,169
P201,Product 201,2023-11-01,528
P202,Product 202,2023-11-01,0
P203,Product 203,2023-11-01,30
P204,Product 204,2023-11-01,20
P205,Product 205,2023-11-01,790
P206,Product 206,2023-11-01,130
P207,Product 207,2023-11-01,564
P208,Product 208,2023-11-01,233
P209,Product 209,2023-11-01,463
P210,Product 210,2023-11-01,0
P211,Product 211,2023-11-01,626
P212,Product 212,2023-11-01,84
P213,Product 213,2023-11-01,296
P214,Product 214,2023-11-01,195
P215,Product 215,2023-11-01,188
P216,Product 216,2023-11-01,472
P217,Product 217,2023-11-01,27
P218,Product 218,2023-11-01,215
P219,Product 219,2023-11-01,434
P220,Product 220,2023-11-01,46
P221,Product 221,2023-11-01,160
P222,Product 222,2023-11-01,22
P223,Product 223,2023-11-01,199
P224,Product 224,2023-11-01,134
P225,Product 225,2023-11-01,139
P226,Product 226,2023-11-01,65
P227,Product 227,2023-11-01,16
P228,Product 228,2023-11-01,1874
P229,Product 229,2023-11-01,115
P230,Product 230,2023-11-01,33
P231,Product 231,2023-11-01,20
P232,Product 232,2023-11-01,414
P233,Product 233,2023-11-01,36
P234,Product 234,2023-11-01,9
P235,Product 235,2023-11-01,172
P236,Product 236,2023-11-01,4
P237,Product 237,2023-11-01,322
P238,Product 238,2023-11-01,381
P239,Product 239,2023-11-01,1062
P240,Product 240,2023-11-01,177
P241,Product 241,2023-11-01,93
P242,Product 242,2023-11-01,79
P243,Product 243,2023-11-01,18
P244,Product 244,2023-11-01,172
P245,Product 245,2023-11-01,134
P246,Product 246,2023-11-01,468
P247,Product 247,2023-11-01,790
P248,Product 248,2023-11-01,285
P249,Product 249,2023-11-01,825
P250,Product 250,2023-11-01,159
P001,Product 001,2023-12-01,231
P002,Product 002,2023-12-01,113
P003,Product 003,2023-12-01,209
P004,Product 004,2023-12-01,684
P005,Product 005,2023-12-01,95
P006,Product 006,2023-12-01,173
P007,Product 007,2023-12-01,127
P008,Product 008,2023-12-01,0
P009,Product 009,2023-12-01,323
P010,Product 010,2023-12-01,0
P011,Product 011,2023-12-01,109
P012,Product 012,2023-12-01,103
P013,Product 013,2023-12-01,262
P014,Product 014,2023-12-01,74
P015,Product 015,2023-12-01,399
P016,Product 016,2023-12-01,300
P017,Product 017,2023-12-01,194
P018,Product 018,2023-12-01,76
P019,Product 019,2023-12-01,148
P020,Product 020,2023-12-01,1222
P021,Product 021,2023-12-01,112
P022,Product 022,2023-12-01,142
P023,Product 023,2023-12-01,7
P024,Product 024,2023-12-01,184
P025,Product 025,2023-12-01,221
P026,Product 026,2023-12-01,425
P027,Product 027,2023-12-01,110
P028,Product 028,2023-12-01,112
P029,Product 029,2023-12-01,124
P030,Product 030,2023-12-01,353
P031,Product 031,2023-12-01,114
P032,Product 032,2023-12-01,142
P033,Product 033,2023-12-01,456
P034,Product 034,2023-12-01,708
P035,Product 035,2023-12-01,164
P036,Product 036,2023-12-01,126
P037,Product 037,2023-12-01,333
P038,Product 038,2023-12-01,414
P039,Product 039,2023-12-01,344
P040,Product 040,2023-12-01,140
P041,Product 041,2023-12-01,87
P042,Product 042,2023-12-01,379
P043,Product 043,2023-12-01,468
P044,Product 044,2023-12-01,263
P045,Product 045,2023-12-01,199
P046,Product 046,2023-12-01,240
P047,Product 047,2023-12-01,541
P048,Product 048,2023-12-01,444
P049,Product 049,2023-12-01,47
P050,Product 050,2023-12-01,173
P051,Product 051,2023-12-01,53
P052,Product 052,2023-12-01,50
P053,Product 053,2023-12-01,150
P054,Product 054,2023-12-01,245
P055,Product 055,2023-12-01,300
P056,Product 056,2023-12-01,592
P057,Product 057,2023-12-01,231
P058,Product 058,2023-12-01,463
P059,Product 059,2023-12-01,347
P060,Product 060,2023-12-01,805
P061,Product 061,2023-12-01,103
P062,Product 062,2023-12-01,172
P063,Product 063,2023-12-01,388
P064,Product 064,2023-12-01,173
P065,Product 065,2023-12-01,440
P066,Product 066,2023-12-01,1253
P067,Product 067,2023-12-01,353
P068,Product 068,2023-12-01,299
P069,Product 069,2023-12-01,590
P070,Product 070,2023-12-01,685
P071,Product 071,2023-12-01,315
P072,Product 072,2023-12-01,628
P073,Product 073,2023-12-01,336
P074,Product 074,2023-12-01,186
P075,Product 075,2023-12-01,169
P076,Product 076,2023-12-01,294
P077,Product 077,2023-12-01,104
P078,Product 078,2023-12-01,153
P079,Product 079,2023-12-01,122
P080,Product 080,2023-12-01,200
P081,Product 081,2023-12-01,34
P082,Product 082,2023-12-01,551
P083,Product 083,2023-12-01,192
P084,Product 084,2023-12-01,1407
P085,Product 085,2023-12-01,243
P086,Product 086,2023-12-01,1021
P087,Product 087,2023-12-01,939
P088,Product 088,2023-12-01,215
P089,Product 089,2023-12-01,107
P090,Product 090,2023-12-01,125
P091,Product 091,2023-12-01,37
P092,Product 092,2023-12-01,58
P093,Product 093,2023-12-01,197
P094,Product 094,2023-12-01,30
P095,Product 095,2023-12-01,323
P096,Product 096,2023-12-01,282
P097,Product 097,2023-12-01,240
P098,Product 098,2023-12-01,315
P099,Product 099,2023-12-01,0
P100,Product 100,2023-12-01,325
P101,Product 101,2023-12-01,222
P102,Product 102,2023-12-01,143
P103,Product 103,2023-12-01,404
P104,Product 104,2023-12-01,305
P105,Product 105,2023-12-01,80
P106,Product 106,2023-12-01,39
P107,Product 107,2023-12-01,189
P108,Product 108,2023-12-01,284
P109,Product 109,2023-12-01,19
P110,Product 110,2023-12-01,220
P111,Product 111,2023-12-01,933
P112,Product 112,2023-12-01,64
P113,Product 113,2023-12-01,82
P114,Product 114,2023-12-01,395
P115,Product 115,2023-12-01,455
P116,Product 116,2023-12-01,267
P117,Product 117,2023-12-01,26
P118,Product 118,2023-12-01,479
P119,Product 119,2023-12-01,51
P120,Product 120,2023-12-01,122
P121,Product 121,2023-12-01,452
P122,Product 122,2023-12-01,189
P123,Product 123,2023-12-01,189
P124,Product 124,2023-12-01,457
P125,Product 125,2023-12-01,107
P126,Product 126,2023-12-01,268
P127,Product 127,2023-12-01,332
P128,Product 128,2023-12-01,89
P129,Product 129,2023-12-01,256
P130,Product 130,2023-12-01,117
P131,Product 131,2023-12-01,96
P132,Product 132,2023-12-01,268
P133,Product 133,2023-12-01,824
P134,Product 134,2023-12-01,371
P135,Product 135,2023-12-01,753
P136,Product 136,2023-12-01,171
P137,Product 137,2023-12-01,75
P138,Product 138,2023-12-01,1146
P139,Product 139,2023-12-01,145
P140,Product 140,2023-12-01,100
P141,Product 141,2023-12-01,196
P142,Product 142,2023-12-01,290
P143,Product 143,2023-12-01,589
P144,Product 144,2023-12-01,558
P145,Product 145,2023-12-01,92
P146,Product 146,2023-12-01,35
P147,Product 147,2023-12-01,29
P148,Product 148,2023-12-01,359
P149,Product 149,2023-12-01,411
P150,Product 150,2023-12-01,280
P151,Product 151,2023-12-01,345
P152,Product 152,2023-12-01,99
P153,Product 153,2023-12-01,705
P154,Product 154,2023-12-01,176
P155,Product 155,2023-12-01,784
P156,Product 156,2023-12-01,84
P157,Product 157,2023-12-01,243
P158,Product 158,2023-12-01,176
P159,Product 159,2023-12-01,141
P160,Product 160,2023-12-01,201
P161,Product 161,2023-12-01,171
P162,Product 162,2023-12-01,216
P163,Product 163,2023-12-01,475
P164,Product 164,2023-12-01,49
P165,Product 165,2023-12-01,100
P166,Product 166,2023-12-01,497
P167,Product 167,2023-12-01,203
P168,Product 168,2023-12-01,558
P169,Product 169,2023-12-01,399
P170,Product 170,2023-12-01,122
P171,Product 171,2023-12-01,0
P172,Product 172,2023-12-01,198
P173,Product 173,2023-12-01,1118
P174,Product 174,2023-12-01,424
P175,Product 175,2023-12-01,113
P176,Product 176,2023-12-01,90
P177,Product 177,2023-12-01,1846
P178,Product 178,2023-12-01,252
P179,Product 179,2023-12-01,18
P180,Product 180,2023-12-01,93
P181,Product 181,2023-12-01,495
P182,Product 182,2023-12-01,391
P183,Product 183,2023-12-01,125
P184,Product 184,2023-12-01,557
P185,Product 185,2023-12-01,480
P186,Product 186,2023-12-01,162
P187,Product 187,2023-12-01,230
P188,Product 188,2023-12-01,792
P189,Product 189,2023-12-01,0
P190,Product 190,2023-12-01,389
P191,Product 191,2023-12-01,224
P192,Product 192,2023-12-01,788
P193,Product 193,2023-12-01,263
P194,Product 194,2023-12-01,77
P195,Product 195,2023-12-01,79
P196,Product 196,2023-12-01,104
P197,Product 197,2023-12-01,464
P198,Product 198,2023-12-01,104
P199,Product 199,2023-12-01,409
P200,Product 200,2023-12-01,118
P201,Product 201,2023-12-01,448
P202,Product 202,2023-12-01,396
P203,Product 203,2023-12-01,410
P204,Product 204,2023-12-01,409
P205,Product 205,2023-12-01,530
P206,Product 206,2023-12-01,97
P207,Product 207,2023-12-01,468
P208,Product 208,2023-12-01,178
P209,Product 209,2023-12-01,384
P210,Product 210,2023-12-01,714
P211,Product 211,2023-12-01,555
P212,Product 212,2023-12-01,46
P213,Product 213,2023-12-01,201
P214,Product 214,2023-12-01,119
P215,Product 215,2023-12-01,148
P216,Product 216,2023-12-01,377
P217,Product 217,2023-12-01,192
P218,Product 218,2023-12-01,155
P219,Product 219,2023-12-01,364
P220,Product 220,2023-12-01,610
P221,Product 221,2023-12-01,57
P222,Product 222,2023-12-01,333
P223,Product 223,2023-12-01,135
P224,Product 224,2023-12-01,84
P225,Product 225,2023-12-01,102
P226,Product 226,2023-12-01,19
P227,Product 227,2023-12-01,215
P228,Product 228,2023-12-01,1697
P229,Product 229,2023-12-01,81
P230,Product 230,2023-12-01,195
P231,Product 231,2023-12-01,158
P232,Product 232,2023-12-01,321
P233,Product 233,2023-12-01,11
P234,Product 234,2023-12-01,127
P235,Product 235,2023-12-01,725
P236,Product 236,2023-12-01,188
P237,Product 237,2023-12-01,244
P238,Product 238,2023-12-01,238
P239,Product 239,2023-12-01,758
P240,Product 240,2023-12-01,148
P241,Product 241,2023-12-01,49
P242,Product 242,2023-12-01,817
P243,Product 243,2023-12-01,354
P244,Product 244,2023-12-01,121
P245,Product 245,2023-12-01,86
P246,Product 246,2023-12-01,453
P247,Product 247,2023-12-01,683
P248,Product 248,2023-12-01,224
P249,Product 249,2023-12-01,728
P250,Product 250,2023-12-01,131
P001,Product 001,2024-01-01,178
P002,Product 002,2024-01-01,69
P003,Product 003,2024-01-01,144
P004,Product 004,2024-01-01,567
P005,Product 005,2024-01-01,59
P006,Product 006,2024-01-01,112
P007,Product 007,2024-01-01,47
P008,Product 008,2024-01-01,853
P009,Product 009,2024-01-01,253
P010,Product 010,2024-01-01,200
P011,Product 011,2024-01-01,43
P012,Product 012,2024-01-01,675
P013,Product 013,2024-01-01,121
P014,Product 014,2024-01-01,48
P015,Product 015,2024-01-01,287
P016,Product 016,2024-01-01,238
P017,Product 017,2024-01-01,140
P018,Product 018,2024-01-01,45
P019,Product 019,2024-01-01,112
P020,Product 020,2024-01-01,1005
P021,Product 021,2024-01-01,68
P022,Product 022,2024-01-01,109
P023,Product 023,2024-01-01,126
P024,Product 024,2024-01-01,138
P025,Product 025,2024-01-01,158
P026,Product 026,2024-01-01,268
P027,Product 027,2024-01-01,59
P028,Product 028,2024-01-01,37
P029,Product 029,2024-01-01,86
P030,Product 030,2024-01-01,201
P031,Product 031,2024-01-01,11
P032,Product 032,2024-01-01,117
P033,Product 033,2024-01-01,336
P034,Product 034,2024-01-01,590
P035,Product 035,2024-01-01,85
